INSTITUICAO_ENSINO_ALUNO_2024,NOME,IDADE_ALUNO_2024,ANOS_PM_2024,FASE_TURMA_2024,PONTO_VIRADA_2024,INDE_2024,INDE_CONCEITO_2024,PEDRA_2024,DESTAQUE_IEG_2024,DESTAQUE_IDA_2024,DESTAQUE_IPV_2024,IAA_2024,IEG_2024,IPS_2024,IDA_2024,IPP_2024,IPV_2024,IAN_2024
Rede Decisão/União,Aluno-1077,12,1,3D,,"5,543865741",C,Quartzo,,,,"0,0","7,7","6,9","2,0","6,4","6,4",10
Escola Pública,Aluno-508,12,1,3D,,"6,771708626",D,Agata,,,,"7,1","5,6","7,5","4,7","7,7","7,5",10
Escola Pública,Aluno-363,14,1,3D,,"7,617803571",C,Ametista,,,,"9,6","9,5","5,6","5,3","7,3","7,0",10
Escola Pública,Aluno-340,13,1,3D,,"6,715437329",B,Agata,,,,"7,9","6,6","7,5","5,2","6,6","5,8",10
UNISA,Aluno-1527,13,1,3D,,"8,631675",A,Topázio,,,,"9,2","10,0","7,5","8,0","8,0","7,8",10
Escola Pública,Aluno-509,13,1,3D,,"6,918152273",B,Agata,,,,"9,2","6,4","2,5","6,0","8,3","7,2",10
Escola Pública,Aluno-500,12,1,3D,,"8,077708333",C,Topázio,,,,"9,6","10,0","2,5","6,7","8,6","8,4",10
Escola Pública,Aluno-1528,13,3,3D,,"7,622584091",D,Ametista,,,,"9,2","7,8","7,5","5,7","8,0","7,3",10
Escola Pública,Aluno-1089,12,0,3D,,"7,622153175",C,Ametista,,,,"9,2","7,0","8,1","6,8","7,2","7,0",10
Escola Pública,Aluno-1090,14,2,3D,,"7,765283138",D,Ametista,,,,"9,6","7,6","7,5","6,3","7,8","7,4",10
Escola Pública,Aluno-503,12,1,3D,,"8,547495614",C,Topázio,,,,"9,6","9,8","7,5","7,7","7,8","7,8",10
Escola Pública,Aluno-1093,12,2,3D,,"8,507902778",A,Topázio,,,,"7,5","7,7","8,1","8,7","8,9","8,9",10
Escola Pública,Aluno-1094,12,1,3D,,"8,016478571",B,Topázio,,,,"9,2","9,5","2,5","7,3","8,4","8,2",10
UNISA,Aluno-1095,14,1,3D,,"6,108547515",B,Agata,,,,"7,5","7,8","7,5","2,3","5,5","5,1",10
Escola Pública,Aluno-1098,14,1,3D,,"6,574456251",A,Agata,,,,"8,8","5,8","7,5","3,5","7,3","6,7",10
Escola Pública,Aluno-1106,13,2,3F,,"5,936272086",C,Quartzo,,,,"8,3","5,4","7,5","0,0","7,7","7,5",10
Escola Pública,Aluno-568,16,1,3F,,"5,545864286",B,Quartzo,,,,"7,9","3,3","8,1","5,2","6,6","5,5",5
Escola Pública,Aluno-558,16,3,3F,,"5,048054503",D,Quartzo,,,,"9,2","3,8","8,1","3,0","6,1","4,3",5
Escola Pública,Aluno-559,13,1,3F,,"6,158158974",B,Agata,,,,"10,0","5,7","8,1","3,2","6,3","4,7",10
Escola Pública,Aluno-1529,14,0,3F,,"6,710079487",B,Agata,,,,"6,7","7,4","7,5","5,5","8,1","7,0",5
Escola Pública,Aluno-1111,12,1,3F,,"6,116032816",B,Agata,,,,"6,2","4,6","7,5","5,0","6,6","5,8",10
Escola Pública,Aluno-1108,13,1,3F,,"6,01721501",A,Agata,,,,"9,2","3,8","8,1","3,7","7,2","5,4",10
Escola Pública,Aluno-542,13,2,3F,,"6,720564959",C,Agata,,,,"8,8","6,5","8,1","3,9","7,0","6,2",10
Escola Pública,Aluno-543,12,1,3F,,"8,046787112",D,Topázio,,,,"8,8","9,6","2,5","6,8","8,9","8,7",10
Escola Pública,Aluno-1530,13,1,3F,,"4,639153571",B,Quartzo,,,,"0,0","2,5","8,1","2,8","7,0","5,3",10
Escola Pública,Aluno-555,14,0,3F,,"5,111470186",D,Quartzo,,,,"10,0","2,8","6,9","4,3","5,0","5,0",5
Escola Pública,Aluno-1531,14,3,3F,,"7,049179013",B,Ametista,,,,"8,8","8,0","7,5","5,8","7,3","7,1",5
Escola Pública,Aluno-1099,14,1,3G,,"7,332483333",D,Ametista,,,,"8,3","8,1","10,0","3,8","7,8","6,6",10
Escola Pública,Aluno-1154,14,1,3G,,"7,566075",B,Ametista,,,,"7,9","9,2","7,5","8,0","7,3","6,7",5
Escola Pública,Aluno-1100,12,1,3G,,"6,649708333",C,Agata,,,,"7,5","7,1","7,5","4,7","6,7","5,6",10
Escola Pública,Aluno-381,15,1,3G,,"5,940775",D,Quartzo,,,,"8,3","6,1","7,5","3,7","6,7","6,1",5
UNISA,Aluno-364,13,1,3G,,"8,269703758",A,Topázio,,,,"8,8","9,5","7,5","7,5","8,0","7,2",10
Escola Pública,Aluno-539,13,1,3G,,"8,465533333",B,Topázio,,,,"10,0","9,2","7,5","5,8","8,8","9,1",10
Rede Decisão/União,Aluno-573,13,3,3G,,"7,83905",C,Ametista,,,,"9,2","9,5","8,8","5,0","7,8","6,8",10
Escola Pública,Aluno-1107,13,0,3G,,"5,9731",C,Quartzo,,,,"8,8","6,2","2,5","2,5","7,5","6,8",10
Escola Pública,Aluno-368,15,0,3G,,"6,782158333",B,Agata,,,,"7,9","6,2","7,5","7,0","7,7","6,7",5
Rede Decisão/União,Aluno-387,15,4,3G,,"6,1255",B,Agata,,,,"7,5","7,2","7,5","4,3","6,3","6,0",5
Escola Pública,Aluno-556,13,0,3G,,"5,833377381",C,Quartzo,,,,"7,1","6,2","2,5","3,8","6,4","6,2",10
Escola Pública,Aluno-389,13,2,3G,,"7,207955128",B,Ametista,,,,"9,6","6,7","8,8","5,2","6,6","6,7",10
Escola Pública,Aluno-390,13,1,3G,,"6,547223684",A,Agata,,,,"7,5","6,1","8,8","4,2","6,6","6,1",10
Escola Pública,Aluno-376,14,1,3G,,"5,896573589",A,Quartzo,,,,"10,0","8,3","2,5","2,8","6,6","6,3",5
UNISA,Aluno-584,12,1,3G,,"6,752914394",C,Agata,,,,"8,8","5,6","8,8","4,3","7,3","6,4",10
Rede Decisão/União,Aluno-535,12,4,3H,,"7,659555952",B,Ametista,,,,"9,2","7,2","8,1","6,0","8,0","7,5",10
Rede Decisão/União,Aluno-547,13,3,3H,,"7,210290672",A,Ametista,,,,"8,8","7,0","8,1","6,8","5,6","5,9",10
Escola Pública,Aluno-557,12,3,3H,,"9,350986466",B,Topázio,,,,"10,0","8,8","7,5","9,7","10,0","9,6",10
Rede Decisão/União,Aluno-548,13,4,3H,,"7,240168803",B,Ametista,,,,"9,2","7,6","7,5","6,7","5,9","5,6",10
Escola Pública,Aluno-1102,12,1,3H,,"8,440611905",B,Topázio,,,,"8,8","9,4","8,1","9,3","5,9","7,1",10
Escola Pública,Aluno-1532,15,1,3H,,"4,548544781",D,Quartzo,,,,"0,0","3,9","7,5","2,0","7,5","6,8",5
Escola Pública,Aluno-538,14,1,3H,,"6,514094017",B,Agata,,,,"8,8","7,7","7,5","6,2","5,6","5,3",5
Escola Pública,Aluno-365,11,1,3H,,"8,526983333",B,Topázio,,,,"9,6","10,0","7,5","6,7","8,4","8,2",10
Escola Pública,Aluno-563,12,2,3H,,"8,595447619",B,Topázio,,,,"9,2","9,5","8,1","8,3","8,1","7,5",10
Rede Decisão/União,Aluno-1157,15,3,3H,,"7,916082937",B,Ametista,,,,"9,6","9,1","7,5","7,0","8,0","8,5",5
Escola Pública,Aluno-258,13,3,3H,,"6,429063889",D,Agata,,,,"7,1","6,9","7,5","2,5","7,3","6,7",10
Escola Pública,Aluno-369,13,1,3H,,"5,667282265",D,Quartzo,,,,"8,8","4,9","7,5","1,7","6,4","5,4",10
Escola Pública,Aluno-375,13,1,3H,,"7,970034615",C,Ametista,,,,"9,6","9,4","7,5","6,8","7,2","6,4",10
Escola Pública,Aluno-1533,14,2,3I,,"9,089828986",A,Topázio,,,,"9,2","9,7","8,1","9,5","8,5","8,3",10
Escola Pública,Aluno-1534,13,2,3I,,"7,188366667",D,Ametista,,,,"7,9","9,7","8,1","1,2","8,0","8,1",10
Escola Pública,Aluno-1160,14,1,3I,,"6,274190982",A,Agata,,,,"8,8","8,2","7,5","3,2","6,3","6,2",5
Rede Decisão/União,Aluno-562,13,3,3I,,"8,392733333",B,Topázio,,,,"8,3","9,8","8,1","7,8","7,6","7,3",10
Rede Decisão/União,Aluno-1112,13,3,3I,,"6,856082394",B,Agata,,,,"9,6","9,0","8,1","4,0","5,4","4,7",10
Escola Pública,Aluno-1535,13,1,3I,,"7,10939097",C,Ametista,,,,"8,8","5,1","7,5","5,8","7,1","7,9",10
Escola Pública,Aluno-1536,15,0,3I,,"7,653744444",B,Ametista,,,,"9,2","8,7","8,1","7,0","7,9","7,5",5
Escola Pública,Aluno-357,14,2,3I,,"7,731569404",D,Ametista,,,,"8,8","9,0","8,1","7,7","7,9","7,1",5
Escola Pública,Aluno-583,14,1,3I,,"7,447591036",B,Ametista,,,,"7,9","8,9","8,1","5,0","6,9","6,9",10
Escola Pública,Aluno-1537,14,2,3I,,"8,176263231",C,Topázio,,,,"9,2","8,3","8,1","8,7","8,1","8,7",5
Escola Pública,Aluno-599,12,2,3K,,"8,356935294",D,Topázio,,,,"10,0","8,6","9,4","7,7","7,1","7,3",10
Escola Pública,Aluno-651,12,1,3K,,"8,6893",B,Topázio,,,,"9,2","10,0","7,5","7,5","8,5","8,3",10
V202,Aluno-1131,13,D971,3K,,"8,288955556",D9891/2,Topázio,,,,"8,3","9,3","6,3","8,3","7,3","7,9",10
Escola Pública,Aluno-403,14,0,3K,,"8,008488889",B,Topázio,,,,"8,8","7,4","7,5","7,7","8,5","7,6",10
Rede Decisão/União,Aluno-1538,13,4,3K,,"7,96317037",D,Ametista,,,,"9,2","7,9","8,1","7,2","7,9","7,1",10
Escola Pública,Aluno-469,13,0,3K,,"7,684639869",C,Ametista,,,,"9,2","9,5","7,5","5,0","7,3","6,9",10
Escola Pública,Aluno-1121,12,1,3K,,"8,407166667",B,Topázio,,,,"9,6","10,0","7,5","6,7","7,1","8,3",10
Escola Pública,Aluno-1122,12,1,3K,,"7,817322222",B,Ametista,,,,"8,8","9,9","7,5","5,3","7,1","7,2",10
Escola Pública,Aluno-422,14,2,3K,,"5,544981481",B,Quartzo,,,,"7,5","6,2","7,5","2,8","6,5","5,5",5
Escola Pública,Aluno-1117,12,1,3K,,"7,601562963",B,Ametista,,,,"8,8","8,3","7,5","5,7","8,1","6,8",10
Escola Pública,Aluno-1539,13,1,3K,,"7,709588889",B,Ametista,,,,"6,7","9,0","6,9","6,8","7,7","7,1",10
Escola Pública,Aluno-618,15,1,3K,,"6,718348148",A,Agata,,,,"10,0","8,3","6,9","4,2","6,7","6,8",5
Escola Pública,Aluno-669,12,3,3K,,"6,64387037",B,Agata,,,,"7,5","4,9","7,5","5,3","7,3","6,9",10
Escola Pública,Aluno-408,14,1,3K,,"6,52762963",B,Agata,,,,"7,5","5,0","7,5","4,8","7,1","6,8",10
Escola Pública,Aluno-610,11,2,3K,,"7,894888889",B,Ametista,,,,"9,6","9,7","3,8","6,3","6,9","8,3",10
Rede Decisão/União,Aluno-409,13,0,3K,,"8,225462963",C,Topázio,,,,"9,6","9,2","7,5","7,2","7,9","7,2",10
Escola Pública,Aluno-464,15,0,3L,,"6,872009064",C,Agata,,,,"9,2","7,9","8,8","4,3","7,2","7,1",5
Escola Pública,Aluno-1165,13,0,3L,,"7,908044272",A,Ametista,,,,"8,8","6,8","8,1","8,0","6,9","7,8",10
Escola Pública,Aluno-466,15,0,3L,,"6,778749123",C,Agata,,,,"8,8","7,2","8,8","4,0","7,5","7,7",5
Rede Decisão/União,Aluno-414,14,4,3L,,"7,187625926",C,Ametista,,,,"7,9","8,4","7,5","6,0","6,3","5,7",10
Escola Pública,Aluno-401,14,0,3L,,"6,728911404",C,Agata,,,,"6,7","6,8","6,9","4,8","6,6","6,9",10
FIAP,Aluno-1141,13,2,3L,,"6,793890867",C,Agata,,,,"9,6","6,2","7,5","4,2","6,6","6,8",10
Escola Pública,Aluno-592,12,0,3L,,"7,121622214",B,Ametista,,,,"7,9","6,1","2,5","7,8","7,7","7,6",10
Escola Pública,Aluno-474,15,1,3L,,"6,024753704",A,Agata,,,,"9,2","5,8","7,5","3,0","7,2","6,9",5
Escola Pública,Aluno-602,13,1,3L,,"8,647409314",D,Topázio,,,,"9,6","9,7","7,5","7,3","8,3","8,5",10
Escola Pública,Aluno-666,12,1,3L,,"8,185838803",D,Topázio,,,,"10,0","7,9","7,5","7,2","7,5","8,4",10
Escola Pública,Aluno-604,12,1,3L,,"7,429623555",C,Ametista,,,,"8,3","7,5","8,1","7,0","6,4","6,2",10
Escola Pública,Aluno-476,14,1,3L,,"6,735998246",C,Agata,,,,"7,9","6,6","7,5","4,5","6,3","6,7",10
Escola Pública,Aluno-423,14,1,3L,,"6,616193705",A,Agata,,,,"5,8","6,5","8,1","4,3","6,9","6,8",10
Rede Decisão/União,Aluno-631,14,3,3L,,"6,79567342",B,Agata,,,,"8,3","7,2","8,8","4,2","5,6","6,2",10
Escola Pública,Aluno-658,12,1,3M,,"7,507033333",D,Ametista,,,,"8,8","10,0","8,1","3,7","7,4","6,7",10
Escola Pública,Aluno-1540,14,4,3M,,"5,696233333",C,Quartzo,,,,"8,3","5,0","7,5","2,7","7,1","6,8",5
Escola Pública,Aluno-1541,13,1,3M,,"8,337",B,Topázio,,,,"9,2","8,6","6,9","8,2","8,3","7,7",10
Escola Pública,Aluno-1114,12,0,3M,,"7,437466667",D,Ametista,,,,"8,8","9,5","2,5","5,0","8,4","7,8",10
Rede Decisão/União,Aluno-662,13,4,3M,,"7,107477855",D,Ametista,,,,"7,9","7,6","7,5","4,2","7,6","7,2",10
Escola Pública,Aluno-760,13,1,3M,,"6,942581818",A,Agata,,,,"9,2","7,1","7,5","5,0","6,3","6,2",10
Estácio,Aluno-1542,16,4,3M,,"6,088607992",C,Agata,,,,"7,5","6,3","8,1","3,2","7,4","7,0",5
Escola Pública,Aluno-404,14,1,3M,,"6,624588235",B,Agata,,,,"8,3","6,3","2,5","5,7","7,5","7,0",10
Escola Pública,Aluno-1119,14,1,3M,,"7,388266667",B,Ametista,,,,"9,6","8,7","7,5","5,7","7,6","7,7",5
Escola Pública,Aluno-1116,15,2,3M,,"3,789477778",B,Quartzo,,,,"0,0","3,4","6,3","2,3","5,1","5,1",5
Escola Pública,Aluno-667,13,2,3M,,"7,177130604",D,Ametista,,,,"9,2","7,0","7,5","4,7","7,8","7,0",10
Rede Decisão/União,Aluno-605,13,3,3M,,"6,017522222",B,Agata,,,,"7,5","6,2","6,9","2,7","7,0","5,5",10
Escola Pública,Aluno-1543,14,0,3M,,"6,754584615",D,Agata,,,,"7,5","8,1","7,5","5,0","7,3","7,1",5
Escola Pública,Aluno-1118,14,1,3M,,"7,030554592",B,Ametista,,,,"7,1","7,8","9,4","3,8","6,8","6,9",10
Escola Pública,Aluno-1544,14,1,3M,,"6,905568627",B,Agata,,,,"8,3","8,7","6,9","5,8","6,6","6,6",5
Rede Decisão/União,Aluno-1545,12,1,3N,,"7,296598576",B,Ametista,,,,"7,5","6,2","8,1","8,2","6,3","6,2",10
Escola Pública,Aluno-1127,12,2,3N,,"8,180966667",D,Topázio,,,,"9,2","10,0","7,5","5,8","8,1","7,7",10
Escola Pública,Aluno-1129,12,2,3N,,"7,360417647",C,Ametista,,,,"9,2","7,1","8,1","6,8","6,9","5,7",10
Escola Pública,Aluno-1546,14,1,3N,,"6,900662108",C,Agata,,,,"8,3","6,4","8,8","4,7","7,5","6,2",10
Escola Pública,Aluno-1130,12,2,3N,,"6,563952941",B,Agata,,,,"8,8","6,3","8,1","4,3","6,9","5,3",10
,Aluno-1168,14,,3N,,"6,864053922",,Agata,,,,"9,6","7,7","7,5","5,7","7,2","6,3",5
,Aluno-613,15,,3N,,"7,4019",,Ametista,,,,"8,3","9,6","7,5","7,3","6,9","6,3",5
,Aluno-433,14,,3N,,"7,218157143",,Ametista,,,,"7,9","8,4","8,1","4,8","6,9","6,4",10
,Aluno-1547,14,,3N,,"6,748480627",,Agata,,,,"7,9","6,5","8,1","6,7","7,5","6,3",5
,Aluno-1548,13,,3N,,"6,482499715",,Agata,,,,"8,3","5,2","7,5","4,8","7,5","5,7",10
,Aluno-304,16,,3N,,"6,852411485",,Agata,,,,"10,0","7,8","7,5","7,2","6,9","5,8","2,5"
,Aluno-1549,15,,3N,,"6,5148622",,Agata,,,,"9,6","7,4","7,5","4,2","7,2","6,3",5
,Aluno-632,12,,3P,,"7,515491249",,Ametista,,,,"7,9","9,0","6,9","4,2","8,3","7,9",10
,Aluno-633,13,,3P,,"5,228470175",,Quartzo,,,,"4,6","4,7","2,5","3,3","6,9","6,1",10
,Aluno-1137,11,,3P,,"7,183752652",,Ametista,,,,"8,3","7,6","8,1","3,5","8,3","7,5",10
,Aluno-646,14,,3P,,"7,715491667",,Ametista,,,,"10,0","9,3","7,5","6,2","8,3","7,7",5
,Aluno-1550,15,,3P,,"6,064236111",,Agata,,,,"9,6","5,2","7,5","4,3","7,0","6,2",5
,Aluno-1139,12,,3P,,"6,906276358",,Agata,,,,"8,3","6,2","7,5","4,7","7,5","7,0",10
,Aluno-444,14,,3P,,"5,410188638",,Quartzo,,,,"8,3","6,4","2,5","3,7","6,3","6,0",5
,Aluno-445,14,,3P,,"7,341624603",,Ametista,,,,"7,9","8,7","7,5","4,0","7,8","7,4",10
,Aluno-639,12,,3P,,"5,769380764",,Quartzo,,,,"7,9","5,3","2,5","3,8","6,7","6,2",10
,Aluno-1142,12,,3P,,"8,390566667",,Topázio,,,,"8,3","9,1","7,5","8,5","8,1","7,3",10
,Aluno-1551,15,,3P,,"5,971708754",,Quartzo,,,,"9,6","4,8","7,5","3,5","7,5","6,8",5
,Aluno-458,15,,3P,,"5,680161508",,Quartzo,,,,"8,8","3,7","6,9","4,0","7,0","6,8",5
,Aluno-1552,13,,3P,,"7,443301282",,Ametista,,,,"9,6","9,7","7,5","3,2","7,2","7,2",10
,Aluno-1170,15,,3P,,"6,095440873",,Agata,,,,"9,2","5,6","8,1","3,5","7,0","6,7",5
,Aluno-642,12,,3P,,"7,08259127",,Ametista,,,,"9,6","9,1","3,8","4,0","7,2","7,0",10
,Aluno-1553,13,,3R,,"7,641184314",,Ametista,,,,"8,3","9,0","7,5","4,3","8,3","7,8",10
,Aluno-1554,15,,3R,,"6,941692593",,Agata,,,,"6,7","9,6","8,8","4,0","7,3","7,2",5
,Aluno-649,14,,3R,,"6,985329692",,Agata,,,,"8,8","6,0","8,8","3,7","8,3","7,3",10
,Aluno-1136,14,,3R,,"5,458179832",,Quartzo,,,,"8,8","4,5","8,1","1,7","7,5","6,4",5
,Aluno-653,13,,3R,,"8,103217647",,Topázio,,,,"8,8","9,5","8,8","5,2","8,3","7,9",10
,Aluno-456,13,,3R,,"8,331124561",,Topázio,,,,"7,1","9,4","7,5","6,5","9,2","8,9",10
,Aluno-655,14,,3R,,"8,2386",,Topázio,,,,"7,5","10,0","8,8","6,8","8,1","7,2",10
,Aluno-656,13,,3R,,"6,668152941",,Agata,,,,"9,2","6,0","7,5","4,2","7,5","6,1",10
,Aluno-657,13,,3R,,"8,207433333",,Topázio,,,,"8,8","9,6","6,9","7,5","8,1","7,1",10
,Aluno-1555,13,,3R,,"7,482733333",,Ametista,,,,"8,3","10,0","6,3","3,0","8,1","8,1",10
,Aluno-461,13,,3R,,"7,544755929",,Ametista,,,,"8,8","9,2","7,5","4,5","7,7","7,1",10
,Aluno-398,12,,3U,,"7,2458",,Ametista,,,,"7,1","5,7","7,5","8,0","7,3","6,6",10
,Aluno-586,11,,3U,,"8,702387302",,Topázio,,,,"9,2","9,2","7,5","8,5","8,8","8,1",10
,Aluno-623,15,,3U,,"6,357733333",,Agata,,,,"8,3","7,4","6,9","4,0","6,5","7,1",5
,Aluno-588,11,,3U,,"8,676133333",,Topázio,,,,"9,2","9,8","7,5","7,8","8,8","8,0",10
,Aluno-626,13,,3U,,"6,407590226",,Agata,,,,"9,6","3,4","6,9","5,3","7,3","6,4",10
,Aluno-1556,14,,3U,,"6,666811111",,Agata,,,,"7,9","5,2","7,5","4,0","7,9","7,4",10
,Aluno-455,14,,3U,,"7,098988889",,Ametista,,,,"8,8","6,1","8,1","4,5","8,3","7,3",10
,Aluno-614,14,,3U,,"7,8285",,Ametista,,,,"9,6","9,7","7,5","6,8","7,9","7,6",5
,Aluno-434,13,,3U,,"6,610947619",,Agata,,,,"7,1","5,1","7,5","5,5","7,3","6,6",10
,Aluno-603,12,,3U,,"6,942277778",,Agata,,,,"9,6","7,2","6,9","4,7","6,9","6,2",10
,Aluno-1133,11,,3U,,"8,238553968",,Topázio,,,,"9,2","9,8","8,8","4,5","8,1","8,8",10
,Aluno-616,14,,3U,,"5,457877193",,Quartzo,,,,"7,5","3,1","6,9","3,8","6,5","4,9",10
,Aluno-1134,12,,3U,,"7,756457143",,Ametista,,,,"8,8","8,9","7,5","6,0","7,7","6,9",10
,Aluno-1557,14,,3U,,"8,2285",,Topázio,,,,"9,6","8,9","7,5","7,0","7,9","7,7",10
,Aluno-670,12,,3U,,"8,860253968",,Topázio,,,,"9,6","9,4","7,5","8,7","9,0","8,2",10
,Aluno-620,14,,3U,,"5,766892064",,Quartzo,,,,"8,3","4,0","7,5","2,5","7,1","5,9",10
,Aluno-1149,15,,4A,,"8,1371",,Topázio,,,,"8,3","10,0","10,0","6,0","8,6","8,7",5
,Aluno-1558,16,,4A,,"7,643772048",,Ametista,,,,"9,2","8,7","8,8","5,5","8,5","8,3",5
,Aluno-326,14,,4A,,"8,832389092",,Topázio,,,,"9,2","9,0","6,3","9,3","8,9","8,7",10
,Aluno-339,13,,4A,,"7,711540746",,Ametista,,,,"7,5","7,2","5,6","8,2","8,0","7,7",10
,Aluno-179,13,,4A,,"8,932712281",,Topázio,,,,"9,2","9,4","9,4","8,2","8,8","8,4",10
,Aluno-1559,15,,4A,,"6,330428438",,Agata,,,,"7,9","5,3","6,9","4,7","8,4","7,6",5
,Aluno-332,15,,4A,,"8,421271701",,Topázio,,,,"9,6","7,6","9,4","7,0","8,6","8,7",10
,Aluno-1560,14,,4A,,"8,472103175",,Topázio,,,,"9,2","9,2","5,6","8,2","8,5","8,3",10
,Aluno-1153,15,,4A,,"8,26887619",,Topázio,,,,"8,8","9,7","5,6","8,5","8,8","9,1",5
,Aluno-183,15,,4A,,"8,266902372",,Topázio,,,,"7,9","9,2","6,3","7,5","8,3","8,4",10
,Aluno-199,15,,4A,,"7,419398246",,Ametista,,,,"8,3","7,6","6,9","7,2","8,1","8,2",5
,Aluno-1561,16,,4A,,"7,940220635",,Ametista,,,,"9,6","9,2","5,0","9,0","8,0","7,7",5
,Aluno-336,15,,4A,,"6,834286748",,Agata,,,,"7,5","5,5","6,3","5,8","7,5","7,2",10
,Aluno-347,14,,4A,,"8,384742584",,Topázio,,,,"8,8","9,7","6,9","7,7","8,0","7,8",10
,Aluno-397,16,,4A,,"6,807291922",,Agata,,,,"7,9","7,9","5,6","5,7","7,6","7,4",5
,Aluno-338,14,,4B,,"8,052795331",,Topázio,,,,"9,2","7,4","7,5","6,8","7,6","8,8",10
,Aluno-392,16,,4B,,"4,363946336",,Quartzo,,,,"9,6","5,4","5,6","1,0","3,5","3,5",5
,Aluno-352,13,,4B,,"5,979482935",,Quartzo,,,,"8,3","4,5","6,3","3,2","6,4","6,8",10
,Aluno-1562,16,,4B,,"5,458833333",,Quartzo,,,,"6,3","8,7","5,0","0,5","6,3","6,9",5
,Aluno-367,13,,4B,,"7,209434085",,Ametista,,,,"9,2","7,3","6,3","5,0","6,9","7,6",10
,Aluno-1563,15,,4B,,"7,604211111",,Ametista,,,,"8,8","8,3","7,5","7,0","7,3","8,5",5
,Aluno-1564,15,,4B,,"5,076146881",,Quartzo,,,,"8,3","4,9","6,9","2,2","5,8","5,3",5
,Aluno-1565,16,,4B,,"5,816448179",,Quartzo,,,,"0,0","8,1","7,5","5,5","6,4","6,0",5
,Aluno-1566,17,,4B,,"7,759243871",,Ametista,,,,"9,2","9,2","7,5","6,5","7,8","8,3",5
,Aluno-1567,16,,4B,,"7,913942088",,Ametista,,,,"8,3","8,8","7,5","8,2","7,8","8,3",5
,Aluno-356,14,,4B,,"6,627336017",,Agata,,,,"8,3","6,7","5,6","5,3","5,3","6,5",10
,Aluno-1568,15,,4B,,"7,800326144",,Ametista,,,,"9,2","7,5","7,5","8,2","8,0","8,5",5
,Aluno-247,14,,4B,,"6,64648574",,Agata,,,,"0,0","8,3","6,3","4,3","7,8","8,6",10
,Aluno-204,15,,4B,,"7,838218895",,Ametista,,,,"9,2","6,8","6,3","7,5","7,1","8,6",10
,Aluno-1569,17,,4B,,"5,719155556",,Quartzo,,,,"6,7","7,1","6,3","2,2","6,9","6,9",5
,Aluno-1570,16,,4B,,"7,894084175",,Ametista,,,,"9,6","7,5","7,5","8,3","7,8","8,7",5
,Aluno-1571,16,,4B,,"7,248455556",,Ametista,,,,"8,3","9,1","5,0","5,7","7,5","8,5",5
,Aluno-1572,15,,4C,,"8,080345635",,Topázio,,,,"9,2","9,8","7,5","7,5","7,7","8,4",5
,Aluno-1150,17,,4C,,"7,102321296",,Ametista,,,,"8,3","6,5","7,5","6,8","7,7","7,9",5
,Aluno-1573,16,,4C,,"6,743847969",,Agata,,,,"9,2","6,1","6,3","5,0","7,7","8,6",5
,Aluno-1574,16,,4C,,"7,77724418",,Ametista,,,,"8,8","8,4","7,5","7,3","7,8","8,6",5
,Aluno-1151,13,,4C,,"8,749111111",,Topázio,,,,"7,5","9,7","5,6","9,0","8,1","9,4",10
,Aluno-1575,16,,4C,,"7,318459391",,Ametista,,,,"9,2","8,6","6,9","5,3","7,7","8,3",5
,Aluno-1081,15,,4C,,"8,545295238",,Topázio,,,,"6,7","9,5","5,0","8,8","9,2","9,0",10
,Aluno-342,16,,4C,,"6,757026587",,Agata,,,,"8,8","7,7","6,3","4,5","7,7","7,7",5
,Aluno-1576,16,,4C,,"7,463620238",,Ametista,,,,"8,3","9,5","5,6","6,7","6,4","8,4",5
,Aluno-187,14,,4C,,"8,568424074",,Topázio,,,,"8,8","9,5","5,6","7,8","8,4","9,1",10
,Aluno-359,14,,4C,,"7,492006349",,Ametista,,,,"9,2","7,2","6,3","5,5","7,5","8,3",10
,Aluno-1577,16,,4C,,"6,305585582",,Agata,,,,"10,0","5,0","7,5","4,3","7,3","7,3",5
,Aluno-236,14,,4F,,"6,98083374",,Agata,,,,"9,2","7,9","6,3","4,5","6,9","6,4",10
,Aluno-249,16,,4F,,"6,125104329",,Agata,,,,"7,1","6,6","5,0","5,0","6,8","7,1",5
,Aluno-239,17,,4F,,"6,782180869",,Agata,,,,"8,8","6,4","5,6","6,7","7,9","8,5","2,5"
,Aluno-382,16,,4F,,"5,805712281",,Quartzo,,,,"9,2","6,3","5,6","3,0","6,8","6,4",5
,Aluno-383,13,,4F,,"8,036024387",,Topázio,,,,"9,2","8,6","7,5","5,8","7,9","8,5",10
,Aluno-1155,15,,4F,,"7,119011111",,Ametista,,,,"8,3","8,9","5,0","4,7","8,0","8,9",5
,Aluno-384,14,,4F,,"8,072200721",,Topázio,,,,"7,5","8,6","7,5","7,5","7,6","7,9",10
,Aluno-1156,13,,4F,,"6,677713564",,Agata,,,,"7,5","7,8","7,5","2,0","7,1","7,5",10
,Aluno-1578,13,,4F,,"7,880605848",,Ametista,,,,"8,3","6,8","7,5","7,3","7,5","8,6",10
,Aluno-388,16,,4F,,"5,965307936",,Quartzo,,,,"7,5","6,3","7,5","4,3","6,8","5,8",5
,Aluno-260,15,,4F,,"8,448920635",,Topázio,,,,"8,8","9,7","7,5","7,0","7,9","8,5",10
,Aluno-395,13,,4F,,"7,169905291",,Ametista,,,,"8,8","6,9","6,3","4,3","7,3","8,5",10
